"Convention on Knowledge Commons","4407","309395","url http://www.citeulike.org/group/4407/article/309395","2009-03-31 07:40:57","macro-pico methodology problem-articulation science-system","type DOI url http://dx.doi.org/10.1371/journal.pmed.0020124 type Pubmed Central url http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1182327/ type Pubmed url http://view.ncbi.nlm.nih.gov/pubmed/16060722 type Hubmed url http://www.hubmed.org/display.cgi?uids=16060722","http://www.citeulike.org/group/4407/article/309395"
"username","article_id","link","post_time","tag","linkout","url"
"balabu","309395","url http://www.citeulike.org/user/balabu/article/309395","2006-04-18 15:35:17","no-tag","type DOI url http://dx.doi.org/10.1371/journal.pmed.0020124 type Pubmed Central url http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1182327/ type Pubmed url http://view.ncbi.nlm.nih.gov/pubmed/16060722 type Hubmed url http://www.hubmed.org/display.cgi?uids=16060722","http://www.citeulike.org/user/balabu/article/309395"
"username","article_id","link","post_time","tag","linkout","url"
"Demeter","309395","url http://www.citeulike.org/user/Demeter/article/309395","2011-06-25 21:08:32","accuracy methodology peer review","type DOI url http://dx.doi.org/10.1371/journal.pmed.0020124 type Pubmed Central url http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1182327/ type Pubmed url http://view.ncbi.nlm.nih.gov/pubmed/16060722 type Hubmed url http://www.hubmed.org/display.cgi?uids=16060722","http://www.citeulike.org/user/Demeter/article/309395"
"username","article_id","link","post_time","tag","linkout","url"
"radoveden","309395","url http://www.citeulike.org/user/radoveden/article/309395","2011-08-25 18:19:25","research science","type DOI url http://dx.doi.org/10.1371/journal.pmed.0020124 type Pubmed Central url http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1182327/ type Pubmed url http://view.ncbi.nlm.nih.gov/pubmed/16060722 type Hubmed url http://www.hubmed.org/display.cgi?uids=16060722","http://www.citeulike.org/user/radoveden/article/309395"
"username","article_id","link","post_time","tag","linkout","url"
"chriswillmott","309395","url http://www.citeulike.org/user/chriswillmott/article/309395","2009-12-16 18:42:20","research_methods science scientific_literacy statistics","type DOI url http://dx.doi.org/10.1371/journal.pmed.0020124 type Pubmed Central url http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1182327/ type Pubmed url http://view.ncbi.nlm.nih.gov/pubmed/16060722 type Hubmed url http://www.hubmed.org/display.cgi?uids=16060722","http://www.citeulike.org/user/chriswillmott/article/309395"
"username","article_id","link","post_time","tag","linkout","url"
"apwheele","309395","url http://www.citeulike.org/user/apwheele/article/309395","2012-01-13 17:30:10","bayesian stat_theory","type DOI url http://dx.doi.org/10.1371/journal.pmed.0020124 type Pubmed Central url http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1182327/ type Pubmed url http://view.ncbi.nlm.nih.gov/pubmed/16060722 type Hubmed url http://www.hubmed.org/display.cgi?uids=16060722","http://www.citeulike.org/user/apwheele/article/309395"
"group","group_id","article_id","link","post_time","tag","linkout","url"
"Anesthesia and Acute Pain","4486","309395","url http://www.citeulike.org/group/4486/article/309395","2009-02-07 23:47:39","ethics research-design","type DOI url http://dx.doi.org/10.1371/journal.pmed.0020124 type Pubmed Central url http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1182327/ type Pubmed url http://view.ncbi.nlm.nih.gov/pubmed/16060722 type Hubmed url http://www.hubmed.org/display.cgi?uids=16060722","http://www.citeulike.org/group/4486/article/309395"
"username","article_id","link","post_time","tag","linkout","url"
"miccoli","309395","url http://www.citeulike.org/user/miccoli/article/309395","2012-05-10 10:29:13","methodology statistics","type DOI url http://dx.doi.org/10.1371/journal.pmed.0020124 type Pubmed Central url http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1182327/ type Pubmed url http://view.ncbi.nlm.nih.gov/pubmed/16060722 type Hubmed url http://www.hubmed.org/display.cgi?uids=16060722","http://www.citeulike.org/user/miccoli/article/309395"
"username","article_id","link","post_time","tag","linkout","url"
"jmcarp","309395","url http://www.citeulike.org/user/jmcarp/article/309395","2012-01-09 16:18:06","false-positives methods","type DOI url http://dx.doi.org/10.1371/journal.pmed.0020124 type Pubmed Central url http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1182327/ type Pubmed url http://view.ncbi.nlm.nih.gov/pubmed/16060722 type Hubmed url http://www.hubmed.org/display.cgi?uids=16060722","http://www.citeulike.org/user/jmcarp/article/309395"
"username","article_id","link","post_time","tag","linkout","url"
"staceygonzales","309395","url http://www.citeulike.org/user/staceygonzales/article/309395","2010-10-02 03:30:23","research","type DOI url http://dx.doi.org/10.1371/journal.pmed.0020124 type Pubmed Central url http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1182327/ type Pubmed url http://view.ncbi.nlm.nih.gov/pubmed/16060722 type Hubmed url http://www.hubmed.org/display.cgi?uids=16060722","http://www.citeulike.org/user/staceygonzales/article/309395"
"username","article_id","link","post_time","tag","linkout","url"
"notorious_sos","309395","url http://www.citeulike.org/user/notorious_sos/article/309395","2012-09-12 12:44:05","no-tag","type DOI url http://dx.doi.org/10.1371/journal.pmed.0020124 type Pubmed Central url http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1182327/ type Pubmed url http://view.ncbi.nlm.nih.gov/pubmed/16060722 type Hubmed url http://www.hubmed.org/display.cgi?uids=16060722","http://www.citeulike.org/user/notorious_sos/article/309395"
"username","article_id","link","post_time","tag","linkout","url"
"tatome","309395","url http://www.citeulike.org/user/tatome/article/309395","2012-10-04 09:12:35","philosophical","type DOI url http://dx.doi.org/10.1371/journal.pmed.0020124 type Pubmed Central url http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1182327/ type Pubmed url http://view.ncbi.nlm.nih.gov/pubmed/16060722 type Hubmed url http://www.hubmed.org/display.cgi?uids=16060722","http://www.citeulike.org/user/tatome/article/309395"
"username","article_id","link","post_time","tag","linkout","url"
"nailest","309395","url http://www.citeulike.org/user/nailest/article/309395","2012-08-16 16:48:02","false research","type DOI url http://dx.doi.org/10.1371/journal.pmed.0020124 type Pubmed Central url http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1182327/ type Pubmed url http://view.ncbi.nlm.nih.gov/pubmed/16060722 type Hubmed url http://www.hubmed.org/display.cgi?uids=16060722","http://www.citeulike.org/user/nailest/article/309395"
"username","article_id","link","post_time","tag","linkout","url"
"shahabbakht","309395","url http://www.citeulike.org/user/shahabbakht/article/309395","2011-07-21 17:51:05","research","type DOI url http://dx.doi.org/10.1371/journal.pmed.0020124 type Pubmed Central url http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1182327/ type Pubmed url http://view.ncbi.nlm.nih.gov/pubmed/16060722 type Hubmed url http://www.hubmed.org/display.cgi?uids=16060722","http://www.citeulike.org/user/shahabbakht/article/309395"
"username","article_id","link","post_time","tag","linkout","url"
"flieder","309395","url http://www.citeulike.org/user/flieder/article/309395","2009-08-19 13:34:38","ethics science statistics","type DOI url http://dx.doi.org/10.1371/journal.pmed.0020124 type Pubmed Central url http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1182327/ type Pubmed url http://view.ncbi.nlm.nih.gov/pubmed/16060722 type Hubmed url http://www.hubmed.org/display.cgi?uids=16060722","http://www.citeulike.org/user/flieder/article/309395"
"username","article_id","link","post_time","tag","linkout","url"
"mrt2k9","309395","url http://www.citeulike.org/user/mrt2k9/article/309395","2009-08-03 13:57:37","science","type DOI url http://dx.doi.org/10.1371/journal.pmed.0020124 type Pubmed Central url http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1182327/ type Pubmed url http://view.ncbi.nlm.nih.gov/pubmed/16060722 type Hubmed url http://www.hubmed.org/display.cgi?uids=16060722","http://www.citeulike.org/user/mrt2k9/article/309395"
"group","group_id","article_id","link","post_time","tag","linkout","url"
"BSUH LKS Journal Club","15592","309395","url http://www.citeulike.org/group/15592/article/309395","2011-11-16 11:28:42","how_to_read_a_paper teaching","type URL url http://www.plosmedicine.org/article/info%3Adoi%2F10.1371%2Fjournal.pmed.002 0124&#38;annotationId=info%3Adoi%2F10.1371%2Fannotation%2F6a180926-4193-4b50-b42 4-7b2d87efd0f2 type DOI url http://dx.doi.org/10.1371/journal.pmed.0020124 type Pubmed Central url http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1182327/ type Pubmed url http://view.ncbi.nlm.nih.gov/pubmed/16060722 type Hubmed url http://www.hubmed.org/display.cgi?uids=16060722","http://www.citeulike.org/group/15592/article/309395"
"username","article_id","link","post_time","tag","linkout","url"
"amargoli","309395","url http://www.citeulike.org/user/amargoli/article/309395","2009-10-01 01:25:29","statistical-tests","type DOI url http://dx.doi.org/10.1371/journal.pmed.0020124 type Pubmed Central url http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1182327/ type Pubmed url http://view.ncbi.nlm.nih.gov/pubmed/16060722 type Hubmed url http://www.hubmed.org/display.cgi?uids=16060722","http://www.citeulike.org/user/amargoli/article/309395"
"username","article_id","link","post_time","tag","linkout","url"
"mismatched","309395","url http://www.citeulike.org/user/mismatched/article/309395","2010-12-03 16:24:54","research","type DOI url http://dx.doi.org/10.1371/journal.pmed.0020124 type Pubmed Central url http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1182327/ type Pubmed url http://view.ncbi.nlm.nih.gov/pubmed/16060722 type Hubmed url http://www.hubmed.org/display.cgi?uids=16060722","http://www.citeulike.org/user/mismatched/article/309395"
"group","group_id","article_id","link","post_time","tag","linkout","url"
"EisenLab","652","309395","url http://www.citeulike.org/group/652/article/309395","2006-03-15 02:13:34","no-tag","type DOI url http://dx.doi.org/10.1371/journal.pmed.0020124 type Pubmed Central url http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1182327/ type Pubmed url http://view.ncbi.nlm.nih.gov/pubmed/16060722 type Hubmed url http://www.hubmed.org/display.cgi?uids=16060722","http://www.citeulike.org/group/652/article/309395"
"username","article_id","link","post_time","tag","linkout","url"
"egonw","309395","url http://www.citeulike.org/user/egonw/article/309395","2012-07-23 10:29:49","no-tag","type DOI url http://dx.doi.org/10.1371/journal.pmed.0020124 type Pubmed Central url http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1182327/ type Pubmed url http://view.ncbi.nlm.nih.gov/pubmed/16060722 type Hubmed url http://www.hubmed.org/display.cgi?uids=16060722","http://www.citeulike.org/user/egonw/article/309395"
"username","article_id","link","post_time","tag","linkout","url"
"noamross","309395","url http://www.citeulike.org/user/noamross/article/309395","2010-03-08 03:13:53","no-tag","type DOI url http://dx.doi.org/10.1371/journal.pmed.0020124 type Pubmed Central url http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1182327/ type Pubmed url http://view.ncbi.nlm.nih.gov/pubmed/16060722 type Hubmed url http://www.hubmed.org/display.cgi?uids=16060722","http://www.citeulike.org/user/noamross/article/309395"
"username","article_id","link","post_time","tag","linkout","url"
"fbaroni","309395","url http://www.citeulike.org/user/fbaroni/article/309395","2010-12-16 05:13:11","methods statistics","type DOI url http://dx.doi.org/10.1371/journal.pmed.0020124 type Pubmed Central url http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1182327/ type Pubmed url http://view.ncbi.nlm.nih.gov/pubmed/16060722 type Hubmed url http://www.hubmed.org/display.cgi?uids=16060722","http://www.citeulike.org/user/fbaroni/article/309395"
"group","group_id","article_id","link","post_time","tag","linkout","url"
"EPLab","2202","309395","url http://www.citeulike.org/group/2202/article/309395","2011-01-18 06:43:24","method pdf science statistic","type DOI url http://dx.doi.org/10.1371/journal.pmed.0020124 type Pubmed Central url http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1182327/ type Pubmed url http://view.ncbi.nlm.nih.gov/pubmed/16060722 type Hubmed url http://www.hubmed.org/display.cgi?uids=16060722","http://www.citeulike.org/group/2202/article/309395"
"username","article_id","link","post_time","tag","linkout","url"
"barakplasma","309395","url http://www.citeulike.org/user/barakplasma/article/309395","2010-02-09 21:25:23","no-tag","type DOI url http://dx.doi.org/10.1371/journal.pmed.0020124 type Pubmed Central url http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1182327/ type Pubmed url http://view.ncbi.nlm.nih.gov/pubmed/16060722 type Hubmed url http://www.hubmed.org/display.cgi?uids=16060722","http://www.citeulike.org/user/barakplasma/article/309395"
"username","article_id","link","post_time","tag","linkout","url"
"abellogin","309395","url http://www.citeulike.org/user/abellogin/article/309395","2010-12-18 15:46:56","rules","type DOI url http://dx.doi.org/10.1371/journal.pmed.0020124 type Pubmed Central url http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1182327/ type Pubmed url http://view.ncbi.nlm.nih.gov/pubmed/16060722 type Hubmed url http://www.hubmed.org/display.cgi?uids=16060722","http://www.citeulike.org/user/abellogin/article/309395"
"username","article_id","link","post_time","tag","linkout","url"
"lapher","309395","url http://www.citeulike.org/user/lapher/article/309395","2010-07-06 18:31:10","bias clinical_trials research_findings statistical_significance","type DOI url http://dx.doi.org/10.1371/journal.pmed.0020124 type Pubmed Central url http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1182327/ type Pubmed url http://view.ncbi.nlm.nih.gov/pubmed/16060722 type Hubmed url http://www.hubmed.org/display.cgi?uids=16060722","http://www.citeulike.org/user/lapher/article/309395"
"username","article_id","link","post_time","tag","linkout","url"
"Minimalist__","309395","url http://www.citeulike.org/user/Minimalist__/article/309395","2012-07-22 20:20:44","generalscience","type DOI url http://dx.doi.org/10.1371/journal.pmed.0020124 type Pubmed Central url http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1182327/ type Pubmed url http://view.ncbi.nlm.nih.gov/pubmed/16060722 type Hubmed url http://www.hubmed.org/display.cgi?uids=16060722","http://www.citeulike.org/user/Minimalist__/article/309395"
"username","article_id","link","post_time","tag","linkout","url"
"TRHvidsten","309395","url http://www.citeulike.org/user/TRHvidsten/article/309395","2012-07-04 09:01:59","generalscience","type DOI url http://dx.doi.org/10.1371/journal.pmed.0020124 type Pubmed Central url http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1182327/ type Pubmed url http://view.ncbi.nlm.nih.gov/pubmed/16060722 type Hubmed url http://www.hubmed.org/display.cgi?uids=16060722","http://www.citeulike.org/user/TRHvidsten/article/309395"
"username","article_id","link","post_time","tag","linkout","url"
"Malc","309395","url http://www.citeulike.org/user/Malc/article/309395","2007-12-26 01:08:28","theory","type DOI url http://dx.doi.org/10.1371/journal.pmed.0020124 type Pubmed Central url http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1182327/ type Pubmed url http://view.ncbi.nlm.nih.gov/pubmed/16060722 type Hubmed url http://www.hubmed.org/display.cgi?uids=16060722","http://www.citeulike.org/user/Malc/article/309395"
"group","group_id","article_id","link","post_time","tag","linkout","url"
"dIEMoSIRIS","2326","309395","url http://www.citeulike.org/group/2326/article/309395","2008-01-18 13:00:25","false-positive review","type DOI url http://dx.doi.org/10.1371/journal.pmed.0020124 type Pubmed Central url http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1182327/ type Pubmed url http://view.ncbi.nlm.nih.gov/pubmed/16060722 type Hubmed url http://www.hubmed.org/display.cgi?uids=16060722","http://www.citeulike.org/group/2326/article/309395"
"username","article_id","link","post_time","tag","linkout","url"
"arsyed","309395","url http://www.citeulike.org/user/arsyed/article/309395","2009-08-07 05:00:38","clinical-trials hypothesis-testing medicine statistics studies","type DOI url http://dx.doi.org/10.1371/journal.pmed.0020124 type Pubmed Central url http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1182327/ type Pubmed url http://view.ncbi.nlm.nih.gov/pubmed/16060722 type Hubmed url http://www.hubmed.org/display.cgi?uids=16060722","http://www.citeulike.org/user/arsyed/article/309395"
"username","article_id","link","post_time","tag","linkout","url"
"LSK","309395","url http://www.citeulike.org/user/LSK/article/309395","2009-09-20 16:29:37","criticism","type DOI url http://dx.doi.org/10.1371/journal.pmed.0020124 type Pubmed Central url http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1182327/ type Pubmed url http://view.ncbi.nlm.nih.gov/pubmed/16060722 type Hubmed url http://www.hubmed.org/display.cgi?uids=16060722","http://www.citeulike.org/user/LSK/article/309395"
"group","group_id","article_id","link","post_time","tag","linkout","url"
"LIBrain","7256","309395","url http://www.citeulike.org/group/7256/article/309395","2009-11-13 10:55:21","prejudice statistical_significance","type DOI url http://dx.doi.org/10.1371/journal.pmed.0020124 type Pubmed Central url http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1182327/ type Pubmed url http://view.ncbi.nlm.nih.gov/pubmed/16060722 type Hubmed url http://www.hubmed.org/display.cgi?uids=16060722","http://www.citeulike.org/group/7256/article/309395"
"username","article_id","link","post_time","tag","linkout","url"
